genome,threshold,cluster_method,comparison_algorithm,primary_cluster,original_secondary_cluster,secondary_cluster
ERR7738545_bin.50.fa,0.05000000000000005,average,fastANI,74,74_1,74_1
ERR7745787_bin.114.fa,0.05000000000000005,average,fastANI,74,74_1,74_1
ERR7738182_bin.20.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738185_bin.32.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738215_bin.7.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738267_bin.41.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738558_bin.27.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738594_bin.25.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738608_bin.150.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738611_bin.112.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738612_bin.78.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738616_bin.71.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738624_bin.122.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738629_bin.41.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738630_bin.35.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7745402_bin.20.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7746398_bin.107.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7746440_bin.17.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
SRR1761715_bin.14.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
SRR1761719_bin.9.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
SRR17643790_bin.24.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
SRR17643938_bin.8.fa,0.05000000000000005,average,fastANI,75,75_1,75_1.5
ERR7738166_bin.20.fa,0.05000000000000005,average,fastANI,75,75_2,75_2
ERR7738622_bin.28.fa,0.05000000000000005,average,fastANI,75,75_3,75_3
ERR7738537_bin.66.fa,0.05000000000000005,average,fastANI,75,75_4,75_4
ERR7738553_bin.82.fa,0.05000000000000005,average,fastANI,75,75_5,75_1.5
ERR7738604_bin.75.fa,0.05000000000000005,average,fastANI,75,75_6,75_6
ERR7738196_bin.52.fa,0.05000000000000005,average,fastANI,75,75_7,75_7
ERR7738629_bin.11.fa,0.05000000000000005,average,fastANI,76,76_0,76_0
ERR7738553_bin.17.fa,0.05000000000000005,average,fastANI,77,77_0,77_0
ERR7738580_bin.108.fa,0.05000000000000005,average,fastANI,78,78_0,78_0
SRR1761687_bin.2.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761699_bin.18.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761700_bin.17.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761702_bin.2.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761709_bin.18.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761712_bin.16.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761713_bin.14.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761716_bin.21.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR1761717_bin.19.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR17643508_bin.11.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
SRR17643792_bin.34.fa,0.05000000000000005,average,fastANI,79,79_1,79_1.3
ERR7738166_bin.109.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738185_bin.24.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738215_bin.18.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738537_bin.124.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738546_bin.82.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738594_bin.149.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738604_bin.94.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738608_bin.154.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738611_bin.4.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738612_bin.42.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738622_bin.133.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738624_bin.177.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7738630_bin.41.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
ERR7746440_bin.24.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR1761677_bin.1.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR1761690_bin.23.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR17643458_bin.12.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR17643790_bin.15.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR17643927_bin.22.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR17643958_bin.37.fa,0.05000000000000005,average,fastANI,79,79_2,79_2.4
SRR1761703_bin.1.fa,0.05000000000000005,average,fastANI,79,79_3,79_1.3
SRR1761704_bin.4.fa,0.05000000000000005,average,fastANI,79,79_3,79_1.3
SRR1761705_bin.18.fa,0.05000000000000005,average,fastANI,79,79_3,79_1.3
ERR7738253_bin.21.fa,0.05000000000000005,average,fastANI,79,79_4,79_2.4
SRR1761678_bin.4.fa,0.05000000000000005,average,fastANI,79,79_4,79_2.4
SRR1761679_bin.34.fa,0.05000000000000005,average,fastANI,79,79_5,79_5
ERR11604940_bin.11.fa,0.05000000000000005,average,fastANI,80,80_0,80_0
ERR7738143_bin.45.fa,0.05000000000000005,average,fastANI,81,81_1,81_1
ERR7738608_bin.6.fa,0.05000000000000005,average,fastANI,81,81_1,81_1
ERR7738546_bin.25.fa,0.05000000000000005,average,fastANI,81,81_2,81_2
SRR17643790_bin.4.fa,0.05000000000000005,average,fastANI,82,82_0,82_0
ERR7738185_bin.54.fa,0.05000000000000005,average,fastANI,83,83_1,83_1
ERR7738624_bin.193.fa,0.05000000000000005,average,fastANI,83,83_2,83_2
ERR7738938_bin.90.fa,0.05000000000000005,average,fastANI,84,84_0,84_0
ERR7738166_bin.57.fa,0.05000000000000005,average,fastANI,85,85_0,85_0
ERR7738546_bin.80.fa,0.05000000000000005,average,fastANI,86,86_0,86_0
ERR7738620_bin.71.fa,0.05000000000000005,average,fastANI,87,87_0,87_0
ERR7738166_bin.67.fa,0.05000000000000005,average,fastANI,88,88_1,88_1
SRR1761709_bin.13.fa,0.05000000000000005,average,fastANI,88,88_1,88_1
ERR7738630_bin.122.fa,0.05000000000000005,average,fastANI,88,88_2,88_2
SRR17643968_bin.25.fa,0.05000000000000005,average,fastANI,88,88_3,88_3
ERR7738546_bin.62.fa,0.05000000000000005,average,fastANI,89,89_1,89_1
ERR7738608_bin.136.fa,0.05000000000000005,average,fastANI,89,89_1,89_1
ERR7738630_bin.2.fa,0.05000000000000005,average,fastANI,89,89_1,89_1
ERR7738166_bin.105.fa,0.05000000000000005,average,fastANI,90,90_1,90_1
ERR7738546_bin.30.fa,0.05000000000000005,average,fastANI,90,90_1,90_1
SRR1761702_bin.8.fa,0.05000000000000005,average,fastANI,90,90_1,90_1
SRR1761708_bin.13.fa,0.05000000000000005,average,fastANI,90,90_1,90_1
ERR7738166_bin.85.fa,0.05000000000000005,average,fastANI,91,91_1,91_1
ERR7738185_bin.33.fa,0.05000000000000005,average,fastANI,91,91_1,91_1
ERR7738166_bin.13.fa,0.05000000000000005,average,fastANI,92,92_1,92_1
ERR7738196_bin.37.fa,0.05000000000000005,average,fastANI,92,92_1,92_1
ERR7738553_bin.104.fa,0.05000000000000005,average,fastANI,92,92_1,92_1
ERR7738597_bin.31.fa,0.05000000000000005,average,fastANI,93,93_1,93_1.2
ERR7738620_bin.43.fa,0.05000000000000005,average,fastANI,93,93_1,93_1.2
SRR17643458_bin.8.fa,0.05000000000000005,average,fastANI,93,93_1,93_1.2
SRR17643474_bin.28.fa,0.05000000000000005,average,fastANI,93,93_1,93_1.2
SRR17644085_bin.2.fa,0.05000000000000005,average,fastANI,93,93_1,93_1.2
ERR7738514_bin.31.fa,0.05000000000000005,average,fastANI,93,93_2,93_1.2
SRR1761691_bin.9.fa,0.05000000000000005,average,fastANI,93,93_3,93_3
SRR17643452_bin.19.fa,0.05000000000000005,average,fastANI,93,93_3,93_3
SRR17643531_bin.21.fa,0.05000000000000005,average,fastANI,93,93_4,93_4
SRR1761677_bin.7.fa,0.05000000000000005,average,fastANI,94,94_0,94_0
ERR7738158_bin.39.fa,0.05000000000000005,average,fastANI,95,95_1,95_1
ERR7738182_bin.2.fa,0.05000000000000005,average,fastANI,95,95_1,95_1
ERR7738267_bin.10.fa,0.05000000000000005,average,fastANI,95,95_1,95_1
ERR7738594_bin.50.fa,0.05000000000000005,average,fastANI,95,95_1,95_1
ERR7745831_bin.37.fa,0.05000000000000005,average,fastANI,95,95_1,95_1
SRR1761713_bin.2.fa,0.05000000000000005,average,fastANI,95,95_1,95_1
ERR7738514_bin.4.fa,0.05000000000000005,average,fastANI,96,96_1,96_1
ERR7738547_bin.36.fa,0.05000000000000005,average,fastANI,96,96_1,96_1
ERR7745836_bin.40.fa,0.05000000000000005,average,fastANI,97,97_1,97_1
SRR17643458_bin.2.fa,0.05000000000000005,average,fastANI,97,97_1,97_1
SRR17643504_bin.18.fa,0.05000000000000005,average,fastANI,97,97_1,97_1
SRR17643520_bin.13.fa,0.05000000000000005,average,fastANI,97,97_1,97_1
SRR17643958_bin.6.fa,0.05000000000000005,average,fastANI,97,97_1,97_1
ERR7738182_bin.18.fa,0.05000000000000005,average,fastANI,98,98_1,98_1
ERR7738612_bin.56.fa,0.05000000000000005,average,fastANI,98,98_1,98_1
SRR17643913_bin.6.fa,0.05000000000000005,average,fastANI,98,98_2,98_2
SRR17644085_bin.20.fa,0.05000000000000005,average,fastANI,98,98_3,98_3
ERR7738622_bin.152.fa,0.05000000000000005,average,fastANI,99,99_1,99_1
ERR7738624_bin.73.fa,0.05000000000000005,average,fastANI,99,99_1,99_1
ERR7738630_bin.34.fa,0.05000000000000005,average,fastANI,99,99_1,99_1
ERR7738608_bin.54.fa,0.05000000000000005,average,fastANI,100,100_0,100_0
ERR7738594_bin.35.fa,0.05000000000000005,average,fastANI,101,101_1,101_1
ERR7738624_bin.81.fa,0.05000000000000005,average,fastANI,101,101_1,101_1
ERR7738630_bin.3.fa,0.05000000000000005,average,fastANI,102,102_0,102_0
ERR7746440_bin.13.fa,0.05000000000000005,average,fastANI,103,103_1,103_1
SRR1761678_bin.14.fa,0.05000000000000005,average,fastANI,103,103_1,103_1
ERR7738562_bin.21.fa,0.05000000000000005,average,fastANI,104,104_1,104_1
ERR7738578_bin.36.fa,0.05000000000000005,average,fastANI,104,104_1,104_1
ERR7738597_bin.16.fa,0.05000000000000005,average,fastANI,104,104_1,104_1
SRR1761683_bin.16.fa,0.05000000000000005,average,fastANI,104,104_1,104_1
SRR1761696_bin.19.fa,0.05000000000000005,average,fastANI,104,104_1,104_1
ERR7738514_bin.17.fa,0.05000000000000005,average,fastANI,104,104_2,104_2
ERR7738515_bin.8.fa,0.05000000000000005,average,fastANI,104,104_3,104_3
ERR7745819_bin.88.fa,0.05000000000000005,average,fastANI,105,105_0,105_0
SRR1761718_bin.19.fa,0.05000000000000005,average,fastANI,106,106_0,106_0
ERR7738545_bin.44.fa,0.05000000000000005,average,fastANI,107,107_0,107_0
ERR7738612_bin.90.fa,0.05000000000000005,average,fastANI,108,108_0,108_0
SRR1761709_bin.29.fa,0.05000000000000005,average,fastANI,109,109_0,109_0
ERR7738166_bin.111.fa,0.05000000000000005,average,fastANI,110,110_1,110_1
ERR7738537_bin.64.fa,0.05000000000000005,average,fastANI,110,110_1,110_1
ERR7738611_bin.154.fa,0.05000000000000005,average,fastANI,111,111_0,111_0
ERR7738630_bin.47.fa,0.05000000000000005,average,fastANI,112,112_1,112_1
SRR1761716_bin.20.fa,0.05000000000000005,average,fastANI,112,112_1,112_1
SRR17643790_bin.27.fa,0.05000000000000005,average,fastANI,112,112_2,112_2
SRR17643927_bin.11.fa,0.05000000000000005,average,fastANI,112,112_2,112_2
SRR1761713_bin.13.fa,0.05000000000000005,average,fastANI,113,113_0,113_0
ERR7738182_bin.8.fa,0.05000000000000005,average,fastANI,114,114_1,114_1
ERR7738604_bin.25.fa,0.05000000000000005,average,fastANI,114,114_1,114_1
SRR1761714_bin.16.fa,0.05000000000000005,average,fastANI,114,114_1,114_1
ERR7738185_bin.23.fa,0.05000000000000005,average,fastANI,115,115_1,115_1
ERR7746398_bin.4.fa,0.05000000000000005,average,fastANI,115,115_1,115_1
ERR7738143_bin.50.fa,0.05000000000000005,average,fastANI,116,116_1,116_1
ERR7738158_bin.58.fa,0.05000000000000005,average,fastANI,116,116_1,116_1
ERR7738608_bin.59.fa,0.05000000000000005,average,fastANI,116,116_1,116_1
SRR1761698_bin.5.fa,0.05000000000000005,average,fastANI,117,117_0,117_0
ERR7738215_bin.17.fa,0.05000000000000005,average,fastANI,118,118_1,118_1
SRR1761709_bin.21.fa,0.05000000000000005,average,fastANI,118,118_1,118_1
SRR17643792_bin.36.fa,0.05000000000000005,average,fastANI,118,118_1,118_1
ERR7738546_bin.73.fa,0.05000000000000005,average,fastANI,119,119_0,119_0
SRR1761697_bin.15.fa,0.05000000000000005,average,fastANI,120,120_0,120_0
ERR7738630_bin.109.fa,0.05000000000000005,average,fastANI,121,121_0,121_0
SRR1761702_bin.32.fa,0.05000000000000005,average,fastANI,122,122_0,122_0
ERR7738630_bin.99.fa,0.05000000000000005,average,fastANI,123,123_0,123_0
SRR1761690_bin.10.fa,0.05000000000000005,average,fastANI,124,124_0,124_0
ERR7738166_bin.37.fa,0.05000000000000005,average,fastANI,125,125_0,125_0
SRR1761678_bin.7.fa,0.05000000000000005,average,fastANI,126,126_0,126_0
ERR7738514_bin.51.fa,0.05000000000000005,average,fastANI,127,127_1,127_1
ERR7738620_bin.9.fa,0.05000000000000005,average,fastANI,127,127_1,127_1
SRR1761703_bin.18.fa,0.05000000000000005,average,fastANI,127,127_1,127_1
ERR7738514_bin.38.fa,0.05000000000000005,average,fastANI,128,128_0,128_0
ERR7738515_bin.30.fa,0.05000000000000005,average,fastANI,129,129_0,129_0
ERR7738514_bin.68.fa,0.05000000000000005,average,fastANI,130,130_0,130_0
ERR7738597_bin.6.fa,0.05000000000000005,average,fastANI,131,131_0,131_0
ERR7738166_bin.1.fa,0.05000000000000005,average,fastANI,132,132_1,132_1
ERR7738622_bin.116.fa,0.05000000000000005,average,fastANI,132,132_1,132_1
SRR1761696_bin.4.fa,0.05000000000000005,average,fastANI,132,132_1,132_1
ERR7738620_bin.51.fa,0.05000000000000005,average,fastANI,133,133_0,133_0
ERR7738597_bin.82.fa,0.05000000000000005,average,fastANI,134,134_0,134_0
SRR17643938_bin.12.fa,0.05000000000000005,average,fastANI,135,135_0,135_0
ERR7738938_bin.73.fa,0.05000000000000005,average,fastANI,136,136_0,136_0
SRR1761721_bin.5.fa,0.05000000000000005,average,fastANI,137,137_0,137_0
ERR7738166_bin.31.fa,0.05000000000000005,average,fastANI,138,138_1,138_1
SRR1761707_bin.10.fa,0.05000000000000005,average,fastANI,138,138_2,138_2
ERR7738938_bin.78.fa,0.05000000000000005,average,fastANI,139,139_0,139_0
ERR7738253_bin.35.fa,0.05000000000000005,average,fastANI,140,140_1,140_1
ERR7738594_bin.80.fa,0.05000000000000005,average,fastANI,140,140_1,140_1
ERR7738622_bin.131.fa,0.05000000000000005,average,fastANI,140,140_1,140_1
ERR7746440_bin.76.fa,0.05000000000000005,average,fastANI,140,140_1,140_1
SRR1761719_bin.15.fa,0.05000000000000005,average,fastANI,140,140_2,140_2
ERR7738629_bin.7.fa,0.05000000000000005,average,fastANI,141,141_0,141_0
ERR7738253_bin.106.fa,0.05000000000000005,average,fastANI,142,142_1,142_1
ERR7738546_bin.93.fa,0.05000000000000005,average,fastANI,142,142_1,142_1
ERR7738215_bin.61.fa,0.05000000000000005,average,fastANI,143,143_1,143_1
ERR7738629_bin.67.fa,0.05000000000000005,average,fastANI,143,143_1,143_1
ERR7738253_bin.30.fa,0.05000000000000005,average,fastANI,144,144_0,144_0
SRR1761706_bin.7.fa,0.05000000000000005,average,fastANI,145,145_0,145_0
ERR7738604_bin.142.fa,0.05000000000000005,average,fastANI,146,146_0,146_0
ERR7738608_bin.74.fa,0.05000000000000005,average,fastANI,147,147_0,147_0
ERR7738537_bin.88.fa,0.05000000000000005,average,fastANI,148,148_1,148_1
ERR7738612_bin.128.fa,0.05000000000000005,average,fastANI,148,148_1,148_1
ERR7738629_bin.61.fa,0.05000000000000005,average,fastANI,148,148_1,148_1
ERR7738608_bin.107.fa,0.05000000000000005,average,fastANI,149,149_1,149_1
ERR7738611_bin.93.fa,0.05000000000000005,average,fastANI,149,149_1,149_1
ERR7738612_bin.7.fa,0.05000000000000005,average,fastANI,149,149_1,149_1
ERR7738622_bin.120.fa,0.05000000000000005,average,fastANI,149,149_1,149_1
ERR7738253_bin.112.fa,0.05000000000000005,average,fastANI,150,150_1,150_1
ERR7745402_bin.1.fa,0.05000000000000005,average,fastANI,150,150_2,150_2
ERR7738537_bin.90.fa,0.05000000000000005,average,fastANI,151,151_1,151_1
ERR7745787_bin.20.fa,0.05000000000000005,average,fastANI,151,151_1,151_1
ERR7738166_bin.113.fa,0.05000000000000005,average,fastANI,152,152_0,152_0
ERR7738253_bin.95.fa,0.05000000000000005,average,fastANI,153,153_1,153_1
ERR7738624_bin.35.fa,0.05000000000000005,average,fastANI,153,153_1,153_1
ERR7738938_bin.25.fa,0.05000000000000005,average,fastANI,154,154_0,154_0
ERR7738624_bin.65.fa,0.05000000000000005,average,fastANI,155,155_1,155_1
SRR1761712_bin.5.fa,0.05000000000000005,average,fastANI,155,155_1,155_1
ERR7738630_bin.91.fa,0.05000000000000005,average,fastANI,156,156_1,156_1
SRR1761699_bin.14.fa,0.05000000000000005,average,fastANI,156,156_1,156_1
ERR7738537_bin.98.fa,0.05000000000000005,average,fastANI,157,157_1,157_1
ERR7738624_bin.15.fa,0.05000000000000005,average,fastANI,157,157_1,157_1
ERR7738158_bin.54.fa,0.05000000000000005,average,fastANI,158,158_1,158_1
ERR7738611_bin.130.fa,0.05000000000000005,average,fastANI,158,158_1,158_1
ERR7738537_bin.84.fa,0.05000000000000005,average,fastANI,159,159_0,159_0
ERR7738537_bin.7.fa,0.05000000000000005,average,fastANI,160,160_0,160_0
ERR7738353_bin.32.fa,0.05000000000000005,average,fastANI,161,161_0,161_0
ERR7738620_bin.27.fa,0.05000000000000005,average,fastANI,162,162_1,162_1
SRR1761691_bin.14.fa,0.05000000000000005,average,fastANI,162,162_1,162_1
ERR7738553_bin.14.fa,0.05000000000000005,average,fastANI,163,163_1,163_1
SRR1761714_bin.19.fa,0.05000000000000005,average,fastANI,163,163_1,163_1
ERR7738158_bin.82.fa,0.05000000000000005,average,fastANI,164,164_1,164_1
ERR7738267_bin.19.fa,0.05000000000000005,average,fastANI,164,164_1,164_1
ERR7745836_bin.36.fa,0.05000000000000005,average,fastANI,164,164_1,164_1
SRR1761677_bin.15.fa,0.05000000000000005,average,fastANI,164,164_1,164_1
ERR7738545_bin.51.fa,0.05000000000000005,average,fastANI,165,165_0,165_0
ERR7738612_bin.126.fa,0.05000000000000005,average,fastANI,166,166_0,166_0
ERR7738604_bin.19.fa,0.05000000000000005,average,fastANI,167,167_0,167_0
ERR7738514_bin.39.fa,0.05000000000000005,average,fastANI,168,168_1,168_1
SRR1761718_bin.28.fa,0.05000000000000005,average,fastANI,168,168_1,168_1
ERR7738546_bin.72.fa,0.05000000000000005,average,fastANI,169,169_0,169_0
ERR7745787_bin.14.fa,0.05000000000000005,average,fastANI,170,170_0,170_0
ERR7738514_bin.44.fa,0.05000000000000005,average,fastANI,171,171_1,171_1
ERR7738547_bin.47.fa,0.05000000000000005,average,fastANI,171,171_1,171_1
ERR7746398_bin.18.fa,0.05000000000000005,average,fastANI,172,172_1,172_1
SRR1761706_bin.14.fa,0.05000000000000005,average,fastANI,172,172_1,172_1
ERR7738604_bin.34.fa,0.05000000000000005,average,fastANI,173,173_0,173_0
ERR7745596_bin.25.fa,0.05000000000000005,average,fastANI,174,174_0,174_0
ERR7738630_bin.49.fa,0.05000000000000005,average,fastANI,175,175_0,175_0
ERR7738196_bin.28.fa,0.05000000000000005,average,fastANI,176,176_1,176_1
ERR7738611_bin.135.fa,0.05000000000000005,average,fastANI,176,176_1,176_1
ERR7738545_bin.12.fa,0.05000000000000005,average,fastANI,177,177_0,177_0
ERR7738166_bin.69.fa,0.05000000000000005,average,fastANI,178,178_1,178_1
ERR7745831_bin.41.fa,0.05000000000000005,average,fastANI,178,178_1,178_1
SRR1761698_bin.10.fa,0.05000000000000005,average,fastANI,178,178_1,178_1
ERR7746398_bin.15.fa,0.05000000000000005,average,fastANI,178,178_2,178_2
ERR7746398_bin.94.fa,0.05000000000000005,average,fastANI,179,179_0,179_0
ERR7738353_bin.44.fa,0.05000000000000005,average,fastANI,180,180_0,180_0
ERR7738215_bin.26.fa,0.05000000000000005,average,fastANI,181,181_1,181_1
ERR7738558_bin.88.fa,0.05000000000000005,average,fastANI,181,181_1,181_1
ERR7738545_bin.40.fa,0.05000000000000005,average,fastANI,181,181_2,181_2
ERR7738938_bin.40.fa,0.05000000000000005,average,fastANI,182,182_0,182_0
ERR7738629_bin.65.fa,0.05000000000000005,average,fastANI,183,183_0,183_0
ERR7738158_bin.71.fa,0.05000000000000005,average,fastANI,184,184_1,184_1
ERR7738612_bin.66.fa,0.05000000000000005,average,fastANI,184,184_1,184_1
ERR7738158_bin.18.fa,0.05000000000000005,average,fastANI,185,185_1,185_1
ERR7746398_bin.49.fa,0.05000000000000005,average,fastANI,185,185_1,185_1
ERR7738546_bin.26.fa,0.05000000000000005,average,fastANI,186,186_1,186_1.2
ERR7738547_bin.16.fa,0.05000000000000005,average,fastANI,186,186_1,186_1.2
SRR1761677_bin.32.fa,0.05000000000000005,average,fastANI,186,186_1,186_1.2
SRR1761693_bin.1.fa,0.05000000000000005,average,fastANI,186,186_1,186_1.2
SRR1761716_bin.5.fa,0.05000000000000005,average,fastANI,186,186_1,186_1.2
ERR7738158_bin.43.fa,0.05000000000000005,average,fastANI,186,186_2,186_1.2
ERR7745819_bin.63.fa,0.05000000000000005,average,fastANI,186,186_2,186_1.2
SRR1761714_bin.6.fa,0.05000000000000005,average,fastANI,186,186_3,186_3
SRR17643507_bin.9.fa,0.05000000000000005,average,fastANI,186,186_4,186_4
ERR7738630_bin.55.fa,0.05000000000000005,average,fastANI,187,187_1,187_1
SRR1761713_bin.12.fa,0.05000000000000005,average,fastANI,187,187_1,187_1
ERR7738514_bin.46.fa,0.05000000000000005,average,fastANI,188,188_1,188_1
ERR7738558_bin.13.fa,0.05000000000000005,average,fastANI,188,188_1,188_1
ERR7738597_bin.67.fa,0.05000000000000005,average,fastANI,188,188_1,188_1
SRR1761679_bin.23.fa,0.05000000000000005,average,fastANI,188,188_1,188_1
SRR1761696_bin.24.fa,0.05000000000000005,average,fastANI,188,188_1,188_1
SRR1761697_bin.21.fa,0.05000000000000005,average,fastANI,188,188_1,188_1
SRR1761709_bin.26.fa,0.05000000000000005,average,fastANI,189,189_0,189_0
SRR1761713_bin.16.fa,0.05000000000000005,average,fastANI,190,190_1,190_1
SRR1761716_bin.11.fa,0.05000000000000005,average,fastANI,190,190_1,190_1
SRR1761703_bin.10.fa,0.05000000000000005,average,fastANI,190,190_2,190_2
SRR8732217_bin.1.fa,0.05000000000000005,average,fastANI,191,191_0,191_0
ERR7738166_bin.21.fa,0.05000000000000005,average,fastANI,192,192_1,192_1
ERR7738594_bin.43.fa,0.05000000000000005,average,fastANI,192,192_1,192_1
ERR7738537_bin.23.fa,0.05000000000000005,average,fastANI,193,193_1,193_1
ERR7738629_bin.45.fa,0.05000000000000005,average,fastANI,193,193_1,193_1
